Customer_Age,Gender,Annual_Income,Purchase_Frequency,Discount_Offered,Product_Category,Marketing_Spend,Seasonal_Demand_Index,Store_Location,Monthly_Sales,Purchase_Decision,Loyalty_Category
42,Male,30833.42,6,11.8,Clothing,6256.91,0.9,Suburban,723.37,No,Medium
37,Female,48599.95,7,7.2,Home & Garden,500.0,1.12,Downtown,951.97,No,Medium
29,Male,89857.09,10,1.9,Toys,1716.04,0.96,Airport,1120.32,Yes,High
37,Female,48562.76,5,15.9,Clothing,4689.09,0.93,Suburban,714.08,Yes,Medium
47,Male,59264.77,9,8.2,Clothing,2210.92,0.64,Suburban,1054.23,Yes,Medium
22,Male,96746.37,5,23.9,Electronics,7458.83,0.38,Suburban,1067.27,No,Medium
36,Male,82333.09,8,0.2,Sports,5272.77,1.25,Suburban,1180.39,Yes,Medium
26,Male,76203.64,4,25.3,Groceries,1335.49,1.07,Mall,980.22,Yes,Medium
49,Female,56285.61,7,28.6,Electronics,788.7,1.27,Airport,1202.94,Yes,Medium
18,Male,80240.68,5,21.5,Toys,4958.4,0.87,Suburban,846.43,No,Medium
28,Female,62685.72,16,22.0,Groceries,2993.44,0.79,Mall,1418.34,Yes,High
39,Female,83839.38,2,28.0,Clothing,925.37,1.0,Mall,811.68,Yes,Medium
53,Male,52015.1,8,6.3,Clothing,1975.4,1.26,Suburban,913.26,No,Medium
34,Female,60868.48,9,29.8,Clothing,1805.18,0.93,Downtown,1252.96,Yes,Medium
28,Female,40650.91,11,23.2,Groceries,572.19,1.24,Online,1144.75,Yes,Medium
57,Female,65529.22,8,21.8,Clothing,3958.31,0.7,Mall,1156.63,No,Medium
18,Male,44455.98,6,10.8,Groceries,7212.18,0.95,Mall,770.01,Yes,Medium
18,Male,38205.4,11,16.4,Sports,4283.83,0.98,Downtown,1200.34,No,Medium
40,Female,75893.46,7,19.6,Home & Garden,8751.88,1.37,Airport,1354.3,No,Medium
28,Female,74170.75,10,18.6,Clothing,682.36,1.06,Mall,1315.68,Yes,High
22,Female,98636.06,10,21.1,Groceries,2860.07,1.52,Airport,1420.93,Yes,High
43,Male,53755.03,8,2.5,Books,4700.55,0.6,Online,602.58,No,Medium
37,Female,81779.49,7,10.7,Electronics,5635.08,1.04,Online,1120.11,No,Medium
28,Male,87829.62,3,13.0,Electronics,5950.12,1.05,Online,903.7,No,Medium
19,Female,83294.87,13,7.8,Groceries,6527.54,1.19,Downtown,1279.7,Yes,High
45,Male,44131.47,7,5.2,Home & Garden,5269.58,0.76,Online,734.15,Yes,Medium
42,Female,71857.27,7,4.2,Clothing,500.0,1.51,Downtown,1140.91,Yes,Medium
33,Male,80003.48,12,11.0,Sports,5942.23,1.0,Online,1189.81,No,High
57,Male,66926.11,5,14.8,Home & Garden,6450.97,0.67,Suburban,922.98,Yes,Medium
22,Female,23494.38,7,1.9,Toys,25164.35,1.0,Mall,939.37,No,Medium
18,Male,72258.13,7,28.4,Clothing,5910.44,0.91,Downtown,1139.65,Yes,Medium
26,Male,200000.0,6,23.0,Sports,5805.05,1.83,Airport,1852.83,Yes,High
34,Male,55700.01,9,21.9,Electronics,3616.11,1.31,Downtown,1363.47,Yes,Medium
37,Female,46337.96,6,5.2,Groceries,10121.85,1.01,Suburban,819.68,Yes,Medium
32,Female,80372.68,7,18.1,Groceries,28777.64,0.97,Airport,1322.63,Yes,Medium
39,Male,77959.47,11,15.9,Groceries,7548.98,1.29,Mall,1428.59,Yes,High
19,Female,121069.84,10,29.5,Books,4740.2,1.3,Downtown,1698.62,Yes,High
52,Female,35554.47,4,22.4,Electronics,500.0,0.3,Suburban,624.37,No,Medium
34,Male,96128.91,11,17.3,Groceries,6486.64,1.19,Downtown,1396.45,Yes,High
48,Female,89587.07,9,25.5,Clothing,6164.63,1.01,Mall,1119.84,Yes,High
39,Female,62111.23,11,4.7,Sports,7470.92,0.61,Online,974.04,No,Medium
40,Female,78991.77,4,0.5,Electronics,665.12,1.26,Mall,679.67,Yes,Medium
41,Male,111578.54,7,20.7,Books,5302.72,1.67,Downtown,1478.17,Yes,High
40,Female,103147.26,7,2.9,Books,1752.92,1.17,Suburban,1035.33,Yes,High
42,Female,37655.93,12,3.5,Books,7141.24,1.33,Online,1101.04,No,Medium
50,Male,100492.1,7,22.3,Clothing,1374.65,1.54,Downtown,1312.81,Yes,High
37,Male,64563.92,14,8.1,Home & Garden,5759.73,0.75,Mall,1170.78,Yes,High
43,Male,69161.0,7,18.9,Electronics,1747.74,0.44,Suburban,1088.52,No,Medium
33,Male,69172.16,3,27.5,Books,500.0,1.2,Airport,1087.45,Yes,Medium
52,Female,61860.29,9,9.5,Sports,5016.85,0.93,Online,1199.87,No,Medium
26,Male,121007.65,13,6.5,Groceries,601.07,0.59,Suburban,1411.1,No,High
56,Male,63952.53,6,3.2,Sports,5383.64,0.98,Mall,844.67,No,Medium
34,Female,38100.48,5,3.9,Electronics,12992.13,1.22,Suburban,982.8,Yes,Medium
18,Male,54775.06,6,1.9,Groceries,17408.67,0.96,Suburban,844.28,Yes,Medium
36,Female,72918.86,5,2.6,Clothing,1345.43,0.76,Suburban,658.95,No,Medium
26,Male,123298.39,5,13.0,Beauty,8284.04,0.93,Suburban,1103.02,No,High
45,Male,90156.53,6,9.6,Toys,2181.32,0.99,Downtown,1044.58,No,Medium
27,Male,43585.84,15,21.2,Sports,11535.83,0.42,Airport,1266.99,Yes,High
29,Male,200000.0,7,26.1,Toys,7743.82,0.96,Downtown,1697.67,No,High
18,Male,76125.83,9,23.5,Clothing,500.0,0.6,Downtown,966.35,No,Medium
29,Female,126178.22,10,15.9,Toys,2613.96,1.2,Suburban,1498.53,Yes,High
18,Female,61814.8,10,3.1,Clothing,2057.3,0.53,Downtown,763.76,No,Medium
18,Male,87067.15,7,21.3,Sports,7689.8,1.3,Suburban,1170.22,Yes,Medium
44,Female,101467.06,9,10.9,Sports,2640.59,0.88,Suburban,1305.35,Yes,High
44,Female,122620.88,6,2.6,Electronics,5769.38,0.84,Mall,1180.07,Yes,High
40,Female,113146.58,7,25.3,Groceries,4611.99,1.09,Online,1375.66,Yes,High
23,Male,103141.16,9,10.1,Electronics,18573.8,0.74,Airport,1342.1,No,High
34,Male,56966.12,7,6.5,Beauty,13885.79,1.08,Downtown,954.85,No,Medium
34,Male,50105.31,5,26.1,Electronics,2790.46,0.78,Online,826.46,Yes,Medium
21,Female,78752.01,9,27.1,Groceries,6429.14,0.83,Suburban,1243.8,Yes,Medium
53,Female,106331.76,5,10.2,Books,8843.93,1.12,Suburban,956.44,No,Medium
45,Male,59658.68,8,10.6,Clothing,11457.52,0.66,Suburban,1026.08,No,Medium
32,Male,113588.92,5,17.4,Groceries,500.0,0.62,Suburban,1031.31,No,High
35,Female,137869.61,12,22.0,Home & Garden,1798.25,1.07,Online,1533.99,Yes,High
37,Female,42175.5,6,1.9,Clothing,1930.0,0.99,Suburban,869.29,No,Medium
18,Female,43883.55,9,17.8,Sports,2849.75,1.05,Mall,1110.16,No,Medium
32,Female,62166.26,1,28.6,Clothing,927.22,1.1,Downtown,893.14,Yes,Medium
26,Male,77773.93,9,7.9,Clothing,3427.94,1.02,Airport,1042.05,No,Medium
22,Female,51301.32,8,27.3,Groceries,5441.54,1.18,Airport,1177.52,No,Medium
31,Female,131118.48,10,28.5,Groceries,3439.44,1.03,Suburban,1634.3,Yes,High
56,Male,82436.92,10,8.1,Toys,5479.98,0.4,Mall,1074.13,No,High
42,Female,68014.68,5,22.6,Toys,500.0,0.48,Mall,1019.71,No,Medium
28,Female,32526.18,12,7.2,Groceries,10436.86,1.58,Mall,1207.19,Yes,Medium
41,Male,34539.1,3,22.1,Groceries,13990.08,1.0,Mall,804.36,Yes,Low
51,Female,76746.26,6,23.9,Clothing,4810.46,1.29,Mall,1227.32,No,Medium
46,Female,22958.82,6,7.4,Clothing,10659.61,0.9,Downtown,629.05,Yes,Medium
35,Female,110644.1,8,21.5,Groceries,704.63,0.98,Mall,1372.01,No,High
27,Male,61616.09,4,24.4,Books,7983.82,0.86,Suburban,823.3,Yes,Medium
43,Male,200000.0,8,10.8,Clothing,634.33,1.74,Suburban,1759.49,Yes,High
39,Female,200000.0,7,5.0,Clothing,2621.33,1.08,Online,1409.91,No,High
45,Male,60902.58,6,2.8,Groceries,1956.47,0.84,Downtown,816.89,No,Medium
42,Female,63233.33,5,17.3,Electronics,4404.52,0.5,Suburban,922.16,No,Medium
47,Female,109704.54,12,29.3,Sports,1794.2,1.59,Downtown,1701.81,Yes,High
28,Male,156270.16,14,24.7,Groceries,5071.08,0.95,Downtown,1719.08,No,High
50,Female,29399.73,10,13.1,Groceries,2289.48,1.22,Suburban,931.37,Yes,Medium
37,Female,27297.97,7,16.1,Clothing,9858.87,1.26,Online,901.82,Yes,Medium
59,Male,48861.15,3,8.4,Toys,5024.02,0.86,Suburban,470.56,No,Medium
26,Female,89243.52,4,4.9,Electronics,1212.26,1.2,Mall,986.07,Yes,Medium
55,Female,85493.2,14,14.5,Toys,2048.34,0.82,Downtown,1396.47,No,High
37,Female,113850.45,6,13.9,Groceries,9400.36,0.7,Mall,1034.4,Yes,High
27,Female,36603.77,10,15.7,Toys,2442.71,1.35,Online,1249.38,No,Medium
29,Male,20945.59,10,28.6,Sports,3837.19,0.95,Suburban,1032.02,Yes,Medium
31,Female,102412.33,10,18.1,Electronics,5234.02,1.16,Airport,1416.23,No,High
40,Female,44075.4,9,18.2,Books,2137.09,1.12,Online,979.15,No,Medium
41,Female,24306.8,9,3.8,Home & Garden,1740.55,1.19,Mall,643.13,Yes,Medium
28,Female,71702.95,5,29.9,Electronics,3224.21,0.53,Suburban,850.17,Yes,Medium
34,Male,99145.44,8,23.2,Electronics,1209.6,0.82,Mall,1177.24,Yes,High
60,Female,62738.26,6,26.3,Home & Garden,1671.85,0.9,Airport,1111.49,Yes,Medium
55,Male,53041.56,10,12.4,Home & Garden,500.0,0.75,Downtown,1034.77,Yes,Medium
40,Male,61578.88,11,15.1,Sports,1811.81,1.13,Suburban,1215.46,Yes,Medium
35,Male,55407.15,9,15.7,Sports,1933.49,1.36,Suburban,927.41,Yes,Medium
36,Female,33986.94,8,5.8,Home & Garden,16328.94,1.4,Suburban,1170.62,Yes,Medium
42,Female,46649.38,9,20.7,Sports,4454.68,0.9,Online,1097.93,No,Medium
22,Female,86542.87,5,27.1,Groceries,7741.3,1.09,Suburban,1164.58,No,Medium
31,Female,78322.84,12,4.9,Clothing,500.0,1.13,Suburban,1320.33,No,High
18,Female,72532.15,5,2.6,Toys,563.25,1.19,Mall,945.87,Yes,Medium
39,Female,40545.54,10,22.1,Electronics,8424.5,0.74,Downtown,1236.96,Yes,Medium
42,Female,60900.93,9,8.2,Groceries,4884.84,1.55,Downtown,1119.13,Yes,Medium
29,Male,22453.97,14,18.7,Sports,1059.67,1.28,Suburban,1146.4,No,Medium
53,Male,72910.91,11,20.9,Groceries,2594.25,1.29,Suburban,1444.79,Yes,High
20,Female,136241.47,10,9.7,Electronics,3868.24,1.36,Suburban,1339.06,Yes,High
18,Female,31910.46,14,24.5,Electronics,9277.01,1.16,Downtown,1597.5,Yes,Medium
37,Male,49751.28,10,16.5,Home & Garden,500.0,0.69,Suburban,1018.46,No,Medium
47,Male,78614.28,8,26.1,Beauty,4540.65,0.96,Airport,1119.54,Yes,Medium
55,Female,124763.67,7,22.9,Groceries,6312.18,0.5,Online,1139.72,Yes,High
29,Male,53297.41,10,26.1,Groceries,19059.05,1.12,Downtown,1270.81,Yes,Medium
47,Female,47175.51,6,0.6,Clothing,8229.47,0.95,Mall,788.74,No,Medium
34,Female,24916.7,8,7.3,Clothing,1616.39,0.99,Online,789.91,No,Medium
32,Male,70226.03,7,2.7,Electronics,6182.12,1.36,Suburban,880.08,No,Medium
45,Male,185126.25,12,13.3,Clothing,7204.34,0.86,Online,1713.34,No,High
42,Female,76606.29,4,26.7,Groceries,6541.77,0.92,Online,899.69,No,Medium
18,Female,65947.6,11,14.0,Clothing,8578.0,1.01,Downtown,1310.81,No,Medium
52,Female,78338.65,10,25.5,Electronics,11702.99,0.45,Suburban,1282.58,No,High
51,Female,66317.51,8,9.8,Sports,518.09,0.92,Downtown,925.7,No,Medium
27,Male,44411.25,8,10.2,Toys,553.34,0.3,Downtown,623.77,No,Medium
39,Female,100649.07,13,26.9,Toys,7957.99,0.82,Online,1552.8,Yes,High
40,Female,74655.24,11,12.8,Home & Garden,1454.25,1.26,Online,1213.44,No,High
38,Female,67276.21,9,23.7,Electronics,500.0,1.13,Downtown,1230.93,Yes,Medium
28,Male,40948.57,6,7.1,Sports,2564.38,0.82,Mall,748.28,No,Medium
26,Female,127964.64,2,28.5,Electronics,8570.57,1.01,Mall,1285.55,Yes,High
34,Female,92976.93,11,17.2,Home & Garden,676.61,0.68,Suburban,1203.21,No,High
49,Male,50579.16,7,22.8,Sports,5571.3,1.0,Mall,858.28,Yes,Medium
41,Male,110047.54,15,2.7,Sports,500.0,1.88,Online,1715.46,No,High
30,Female,51998.48,6,14.8,Beauty,581.19,1.55,Downtown,887.62,Yes,Medium
44,Male,45105.23,8,27.0,Sports,2160.46,1.02,Downtown,972.01,No,Medium
18,Male,45610.98,5,26.3,Home & Garden,500.0,1.05,Downtown,913.34,Yes,Medium
48,Male,27507.69,10,1.4,Clothing,9350.82,0.71,Suburban,893.58,Yes,Medium
18,Female,84417.2,5,9.1,Toys,9978.09,0.76,Suburban,891.33,Yes,Medium
30,Female,26693.7,4,13.3,Clothing,7044.15,1.11,Suburban,682.53,No,Low
21,Female,36081.42,5,5.2,Toys,1388.52,0.84,Suburban,595.63,No,Medium
19,Male,23622.65,9,21.9,Clothing,3703.78,1.27,Airport,1200.37,Yes,Medium
48,Female,63877.37,10,5.5,Electronics,1017.86,1.47,Suburban,1125.25,No,Medium
29,Female,61857.9,10,10.4,Books,1651.41,1.1,Suburban,1001.42,No,Medium
39,Female,56636.4,4,19.9,Electronics,3628.41,1.03,Airport,781.59,No,Medium
34,Female,39595.33,11,14.5,Books,6640.39,0.5,Airport,1000.45,No,Medium
40,Male,37109.88,9,22.2,Clothing,500.0,1.22,Downtown,1100.27,Yes,Medium
35,Female,84115.0,6,28.8,Toys,1759.84,0.66,Suburban,1135.86,No,Medium
19,Male,50639.1,12,3.5,Home & Garden,13060.61,0.87,Airport,1163.94,Yes,Medium
46,Female,78114.77,8,21.3,Home & Garden,2802.91,1.29,Downtown,1139.89,Yes,Medium
29,Male,42835.86,7,6.9,Groceries,13973.74,1.31,Suburban,956.61,Yes,Medium
18,Male,73005.25,5,12.4,Electronics,23780.28,0.86,Suburban,1161.39,Yes,Medium
29,Male,127949.93,10,1.0,Books,3739.7,0.88,Downtown,1141.38,No,High
53,Female,89396.62,9,4.1,Clothing,1698.7,0.79,Downtown,991.94,No,High
45,Male,54260.31,8,9.6,Groceries,7821.77,0.64,Suburban,988.18,No,Medium
30,Female,75838.0,9,10.3,Home & Garden,867.67,0.81,Airport,1127.11,Yes,Medium
30,Male,59125.8,7,27.0,Groceries,1452.07,0.52,Airport,964.8,No,Medium
31,Male,66949.6,2,22.3,Clothing,7682.79,1.2,Online,878.65,Yes,Medium
59,Female,56667.14,4,29.2,Electronics,2842.68,1.12,Downtown,848.0,Yes,Medium
39,Male,61425.95,7,18.0,Electronics,1125.34,1.17,Downtown,1083.39,Yes,Medium
40,Male,74146.78,4,7.3,Toys,5265.22,0.71,Airport,909.21,No,Medium
47,Female,40581.84,6,9.8,Electronics,6598.08,0.64,Suburban,1017.88,Yes,Medium
37,Male,40127.45,9,9.6,Beauty,668.06,1.02,Suburban,961.73,Yes,Medium
31,Male,33305.71,4,9.8,Clothing,1621.59,1.02,Downtown,651.75,Yes,Low
32,Male,29960.04,10,20.2,Electronics,1250.5,0.96,Suburban,938.52,Yes,Medium
34,Female,36283.34,7,15.9,Groceries,2389.01,0.91,Suburban,678.82,No,Medium
34,Female,72221.03,11,11.6,Electronics,7207.87,1.51,Downtown,1359.34,No,High
43,Female,42674.7,4,4.5,Home & Garden,6253.72,1.13,Online,945.94,No,Medium
35,Female,86211.81,16,0.7,Toys,5431.3,1.59,Downtown,1665.85,Yes,High
43,Male,67853.9,8,6.6,Electronics,500.0,1.38,Online,1141.52,No,Medium
34,Male,24921.92,5,3.2,Books,766.59,1.51,Airport,720.26,Yes,Low
35,Female,92525.82,8,23.6,Groceries,1263.49,0.68,Suburban,1205.64,No,High
18,Male,100022.92,4,3.4,Clothing,1586.97,1.18,Mall,659.85,No,Medium
45,Male,40571.61,8,21.7,Clothing,791.62,0.87,Mall,1044.31,No,Medium
39,Male,82277.34,9,11.6,Toys,2640.84,0.5,Downtown,977.49,No,High
46,Male,43456.08,9,2.2,Electronics,500.0,1.45,Suburban,877.65,No,Medium
18,Female,70023.8,10,24.4,Toys,6931.92,0.91,Suburban,1255.14,Yes,Medium
60,Male,35436.8,6,17.4,Groceries,7749.26,0.68,Mall,800.14,No,Medium
33,Female,27206.25,7,7.1,Electronics,4269.71,0.88,Suburban,680.42,No,Medium
48,Male,55069.25,9,26.8,Groceries,500.0,0.76,Suburban,1106.07,No,Medium
22,Female,62685.84,7,1.4,Books,11040.16,0.79,Suburban,838.14,No,Medium
42,Male,54661.53,11,6.1,Sports,16853.7,0.93,Suburban,1204.03,Yes,Medium
22,Male,36891.63,2,22.6,Groceries,1130.51,1.52,Suburban,646.15,Yes,Low
27,Female,54600.91,17,21.3,Toys,6097.8,0.8,Suburban,1490.1,Yes,High
57,Female,76298.05,12,8.7,Electronics,9223.86,1.5,Online,1287.07,No,High
32,Male,65206.13,8,1.9,Toys,3880.94,1.25,Mall,916.29,No,Medium
37,Male,73057.77,3,25.7,Books,1952.81,1.12,Mall,969.05,Yes,Medium
45,Male,47700.52,9,9.4,Sports,3255.79,1.22,Mall,859.8,No,Medium
40,Male,119804.23,9,5.9,Books,3589.95,1.0,Mall,1162.66,Yes,High
36,Male,37036.85,6,15.5,Groceries,2559.44,1.39,Mall,968.97,Yes,Medium
39,Female,85096.01,6,27.3,Home & Garden,13285.06,1.17,Downtown,1153.12,Yes,Medium
63,Male,120415.17,10,1.3,Groceries,6810.61,0.5,Online,1360.74,No,High
34,Male,84813.44,3,23.0,Groceries,1380.76,1.09,Downtown,1085.41,No,Medium
37,Female,60264.18,4,17.2,Groceries,4404.1,1.24,Suburban,864.73,Yes,Medium
47,Female,51205.73,10,12.8,Clothing,5834.82,0.91,Downtown,1003.64,No,Medium
48,Female,111949.05,6,22.3,Groceries,755.02,1.04,Downtown,1224.77,Yes,High
49,Male,32737.22,12,29.0,Clothing,2219.15,0.82,Airport,1067.08,Yes,Medium
42,Male,41056.04,9,6.9,Electronics,11798.33,0.59,Suburban,725.18,No,Medium
21,Female,54664.86,9,4.3,Clothing,4187.09,0.53,Airport,823.69,Yes,Medium
54,Male,123819.75,10,27.4,Toys,1223.1,0.54,Suburban,1396.52,No,High
21,Male,80631.05,6,20.1,Groceries,655.01,1.2,Suburban,1093.1,Yes,Medium
38,Female,41098.73,9,13.1,Sports,3651.41,0.3,Suburban,787.28,Yes,Medium
25,Female,57102.4,7,17.2,Clothing,3966.89,0.8,Mall,1087.0,Yes,Medium
34,Female,49049.91,12,22.4,Groceries,2035.44,0.77,Airport,1053.28,Yes,Medium
38,Male,46763.62,8,23.2,Electronics,4976.89,0.92,Suburban,945.86,Yes,Medium
38,Male,108792.76,10,27.6,Electronics,500.0,0.44,Suburban,1371.58,Yes,High
40,Female,33586.64,6,12.8,Home & Garden,784.09,1.12,Online,683.85,Yes,Medium
54,Male,149066.19,11,8.8,Home & Garden,3951.31,0.62,Downtown,1302.2,No,High
40,Female,100898.48,7,19.2,Clothing,500.0,1.34,Suburban,1247.69,Yes,High
32,Female,115057.37,6,12.5,Groceries,10639.33,0.81,Suburban,1068.14,Yes,High
46,Female,52906.71,8,17.8,Toys,766.61,0.97,Downtown,987.07,No,Medium
49,Male,61869.64,8,12.6,Clothing,5603.06,1.0,Suburban,970.06,Yes,Medium
20,Male,32571.06,8,4.6,Electronics,2481.36,1.07,Downtown,735.01,Yes,Medium
42,Female,51298.87,9,14.1,Home & Garden,2552.36,1.01,Online,822.26,Yes,Medium
43,Female,85355.72,6,20.7,Electronics,7238.5,0.87,Mall,1123.36,Yes,Medium
31,Female,127489.18,12,24.0,Beauty,3460.36,1.1,Airport,1501.67,Yes,High
51,Male,38337.23,5,14.8,Home & Garden,6466.85,1.14,Suburban,833.55,Yes,Medium
33,Male,55547.97,6,5.0,Groceries,3517.92,0.77,Mall,719.51,No,Medium
36,Female,61827.63,9,12.4,Groceries,4493.55,1.13,Mall,1081.48,No,Medium
32,Female,33185.25,11,23.6,Groceries,7150.49,1.36,Online,1252.31,Yes,Medium
35,Female,89628.61,13,12.4,Electronics,4673.66,1.21,Downtown,1455.91,Yes,High
21,Male,46432.74,6,20.9,Toys,4780.55,1.28,Suburban,933.44,Yes,Medium
18,Female,60479.52,11,15.2,Home & Garden,7784.69,1.05,Mall,1366.43,Yes,Medium
54,Female,53198.24,5,7.2,Clothing,14888.17,0.72,Online,651.63,Yes,Medium
24,Female,44940.11,7,23.9,Groceries,2363.77,0.76,Online,928.65,Yes,Medium
23,Male,66451.84,6,2.5,Electronics,4303.3,1.1,Mall,947.73,No,Medium
18,Male,59871.18,10,15.7,Electronics,500.0,1.28,Downtown,1215.71,Yes,Medium
27,Female,55371.83,5,6.3,Home & Garden,2222.1,1.84,Downtown,835.61,Yes,Medium
19,Male,46329.05,6,2.0,Home & Garden,2655.56,1.29,Online,717.68,Yes,Medium
54,Male,78238.54,8,15.1,Groceries,9016.25,0.65,Suburban,996.25,Yes,Medium
47,Female,152445.73,6,15.0,Clothing,3601.49,0.77,Downtown,1335.09,Yes,High
26,Male,71517.6,3,21.2,Home & Garden,6566.45,1.68,Online,988.37,Yes,Medium
62,Female,109733.98,6,22.3,Electronics,500.0,0.94,Downtown,1197.87,Yes,High
46,Male,33277.75,7,21.8,Home & Garden,3122.7,1.01,Mall,967.17,Yes,Medium
31,Female,72159.63,11,12.3,Groceries,11579.25,0.71,Mall,1468.67,Yes,High
18,Female,38525.33,7,19.0,Home & Garden,1270.04,1.47,Downtown,1038.45,Yes,Medium
62,Male,31865.93,9,17.3,Toys,500.0,1.15,Suburban,909.68,Yes,Medium
18,Male,46077.02,4,12.6,Toys,2840.59,0.77,Downtown,553.9,No,Medium
18,Male,121019.26,7,17.9,Beauty,6094.28,0.7,Mall,1206.97,Yes,High
47,Male,107233.42,9,28.4,Beauty,3029.93,1.09,Suburban,1417.63,Yes,High
64,Female,75301.67,9,5.8,Sports,3080.73,1.01,Downtown,834.15,Yes,Medium
51,Female,30989.54,6,27.2,Beauty,5540.36,1.25,Online,935.07,Yes,Medium
41,Male,60452.61,6,1.6,Toys,1467.76,1.16,Suburban,845.12,Yes,Medium
42,Male,77544.35,7,9.3,Sports,6969.41,0.92,Suburban,966.69,No,Medium
45,Male,72803.8,7,8.6,Electronics,830.94,0.84,Downtown,1011.89,No,Medium
44,Female,26525.41,6,18.8,Electronics,2518.84,0.95,Downtown,658.28,Yes,Medium
38,Male,42727.43,13,3.9,Books,5335.69,0.83,Online,1155.04,No,Medium
36,Female,64583.64,6,26.5,Groceries,8812.04,0.96,Suburban,1205.8,Yes,Medium
34,Female,87194.87,7,24.9,Books,7839.83,1.0,Suburban,1337.35,Yes,Medium
25,Female,22240.97,6,19.6,Clothing,6395.02,0.73,Online,642.16,No,Medium
31,Male,61493.9,10,13.8,Groceries,2224.38,1.19,Mall,1185.76,Yes,Medium
18,Female,71630.75,2,28.0,Sports,652.28,0.89,Suburban,795.88,Yes,Medium
33,Male,101982.99,5,24.9,Toys,1222.05,0.75,Online,945.02,No,Medium
23,Male,94295.06,8,15.0,Electronics,10006.25,0.89,Mall,1180.48,No,High
21,Female,89236.1,5,21.1,Toys,9736.15,1.07,Downtown,1054.22,No,Medium
37,Female,44702.51,5,17.0,Books,15137.23,1.02,Mall,1054.69,No,Medium
51,Male,25687.36,8,17.6,Clothing,500.0,1.13,Online,964.66,No,Medium
46,Male,54788.13,8,9.9,Groceries,3848.08,1.27,Suburban,904.42,Yes,Medium
18,Male,110036.92,6,13.9,Electronics,5230.33,1.39,Mall,1155.66,Yes,High
23,Male,133851.0,3,2.3,Electronics,6200.72,1.09,Online,971.78,No,High
46,Male,95132.87,7,10.7,Groceries,5162.2,0.68,Mall,1033.6,No,High
23,Male,82654.59,8,20.9,Electronics,7348.63,0.92,Downtown,1311.37,Yes,Medium
32,Male,80625.89,7,28.6,Clothing,2227.31,0.7,Downtown,1203.03,No,Medium
41,Female,50498.35,10,28.9,Books,988.8,1.51,Mall,1316.25,Yes,Medium
23,Female,62487.71,13,16.7,Groceries,1144.45,1.6,Suburban,1381.99,Yes,High
36,Female,153628.1,9,18.2,Home & Garden,500.0,1.2,Online,1338.8,Yes,High
18,Male,41625.83,5,5.6,Clothing,2156.39,1.26,Suburban,881.71,Yes,Medium
27,Female,149513.9,5,20.9,Books,500.0,1.08,Suburban,1257.32,No,High
38,Female,56768.75,6,2.1,Toys,1939.27,1.11,Mall,954.38,Yes,Medium
18,Female,129375.12,14,8.5,Groceries,4947.13,0.52,Suburban,1497.3,No,High
40,Female,33002.8,10,20.1,Toys,11244.18,0.98,Suburban,1349.05,Yes,Medium
34,Female,89384.93,9,9.3,Books,9150.59,0.74,Downtown,1214.71,No,High
41,Female,46136.99,9,1.5,Sports,1456.27,1.08,Mall,745.48,No,Medium
37,Male,32863.62,3,25.0,Sports,719.83,0.98,Online,679.11,Yes,Low
51,Female,74385.95,4,9.3,Electronics,1072.61,1.58,Mall,913.56,No,Medium
36,Female,110469.11,8,1.9,Clothing,17700.0,1.27,Suburban,1223.91,Yes,High
29,Female,43707.92,11,2.2,Electronics,3986.7,1.09,Downtown,973.35,Yes,Medium
36,Female,31515.89,10,7.6,Electronics,1007.54,0.92,Airport,764.68,No,Medium
41,Male,63693.19,6,5.3,Clothing,9186.28,1.5,Online,1011.38,No,Medium
35,Male,63833.77,10,23.2,Toys,2514.21,0.99,Suburban,1245.06,Yes,Medium
35,Female,87720.87,13,9.7,Clothing,11474.18,1.1,Mall,1346.73,No,High
26,Female,107210.83,7,24.1,Beauty,1510.1,1.01,Suburban,1449.37,No,High
27,Female,64734.38,13,5.2,Groceries,2497.96,0.88,Suburban,1178.81,Yes,High
18,Male,168637.54,5,14.8,Clothing,3515.46,1.01,Airport,1256.33,No,High
55,Male,74598.27,10,20.6,Groceries,11156.69,0.41,Downtown,1047.72,Yes,High
20,Female,56080.42,11,19.6,Clothing,10153.54,0.54,Suburban,1194.34,Yes,Medium
26,Female,29791.3,12,18.0,Beauty,4270.75,1.1,Downtown,1141.77,Yes,Medium
26,Female,58479.15,11,27.7,Books,1253.7,1.47,Suburban,1455.6,Yes,Medium
45,Male,56362.64,9,6.9,Electronics,2582.18,1.1,Mall,986.22,Yes,Medium
31,Female,107786.5,6,14.8,Toys,18572.64,0.78,Downtown,1120.24,Yes,High
49,Male,84035.71,5,26.5,Sports,4679.58,0.57,Mall,1192.45,Yes,Medium
26,Female,36977.72,10,2.3,Electronics,7595.65,1.24,Suburban,1043.66,No,Medium
38,Male,72684.43,7,1.7,Home & Garden,2987.96,0.83,Mall,840.29,No,Medium
24,Male,93294.91,5,7.0,Home & Garden,3796.51,1.19,Downtown,1001.75,No,Medium
60,Female,143167.56,9,19.0,Clothing,2801.43,1.12,Mall,1535.34,Yes,High
20,Female,103933.57,10,7.8,Sports,6068.79,1.14,Mall,1157.56,No,High
38,Male,97555.68,9,5.7,Electronics,9534.88,1.01,Online,1226.62,Yes,High
42,Female,68720.19,5,13.8,Groceries,3539.92,1.12,Online,887.74,No,Medium
